Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
MAR,2022,Q1,District 3,Almonte Street,501529,Residential,"Almonte St, Dist. 3",1353.0,1363.0,1353.0,1363.0,10,Corrected,Active
MAR,2022,Q1,District 3,Altarejos Street,500118,Residential,"Altarejos St, Dist. 3",6792.0,6830.0,6792.0,6830.0,38,Corrected,Active
MAR,2022,Q1,District 3,Altarejos Street,501241,Residential,"Altarejos St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 3,Altarejos Street,500072,Residential,"Altarejos St, Dist. 3",2143.0,2143.0,2143.0,2143.0,0,Corrected,Active
MAR,2022,Q1,District 3,Altarejos Street,500810,Commercial,"Altarejos St, Dist. 3",364.0,,364.0,364.0,0,Corrected,Active
MAR,2022,Q1,District 3,Altarejos Street,501534,Residential,"Altarejos St, Dist. 3",33.0,33.0,33.0,33.0,0,Corrected,Active
MAR,2022,Q1,District 3,Altarejos Street,500447,Residential,"Altarejos St, Dist. 3",6851.0,6872.0,6851.0,6872.0,21,Corrected,Active
MAR,2022,Q1,District 3,Altarejos Street,500809,Residential,"Altarejos St, Dist. 3",1677.0,1680.0,1677.0,1680.0,3,Corrected,Active
MAR,2022,Q1,District 3,Altarejos Street,500483,Residential,"Altarejos St, Dist. 3",,,,,0,Corrected,Defect
MAR,2022,Q1,District 3,Altarejos Street,500443,Residential,"Altarejos St, Dist. 3",2441.0,2450.0,2441.0,2450.0,9,Corrected,Active
MAR,2022,Q1,District 3,Altarejos Street,501474,Residential,"Altarejos St, Dist. 3",709.0,729.0,709.0,729.0,20,Corrected,Active
MAR,2022,Q1,District 3,Altarejos Street,500215,Residential,"Altarejos St, Dist. 3",413.0,430.0,413.0,430.0,17,Corrected,Active
MAR,2022,Q1,District 3,Altarejos Street,500043,Residential,"Altarejos St, Dist. 3",2002.0,2003.0,2002.0,2003.0,1,Corrected,Active
