Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
JUL,2020,Q3,District 3,Letada Street,500166,Residential,"Letada St, Dist. 3",34.0,40.0,34.0,40.0,6,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501076,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,500134,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,500658,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,500124,Residential,"Letada St, Dist. 3",367.0,372.0,367.0,372.0,5,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501399,Residential,"Letada St, Dist. 3",434.0,441.0,434.0,441.0,7,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500578,Commercial,"Letada St, Dist. 3",256.0,268.0,256.0,268.0,12,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500665,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 1,Lique Street,500660,Residential,"Lique St, Dist. 1",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 1,Lique Street,501400,Commercial,"Lique St, Dist. 1",818.0,824.0,818.0,824.0,6,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500256,Commercial,"Lique St, Dist. 1",5662.0,5676.0,5662.0,5676.0,14,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500506,Residential,"Lique St, Dist. 1",2332.0,2347.0,2332.0,2347.0,15,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500471,Residential,"Lique St, Dist. 1",318.0,318.0,318.0,318.0,0,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500361,Residential,"Lique St, Dist. 1",1157.0,1179.0,1157.0,1179.0,22,Corrected,Active
JUL,2020,Q3,District 3,Lique Street,501102,Residential,"Lique St, Dist. 3",1311.0,1325.0,1311.0,1325.0,14,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,500909,Residential,"Lique St, Dist. 4",190.0,195.0,190.0,195.0,5,Corrected,Active
JUL,2020,Q3,District 3,Lique Street,500952,Residential,"Lique St, Dist. 3",251.0,260.0,251.0,260.0,9,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500191,Residential,"Lique St, Dist. 1",,,,,0,Corrected,Unknown
JUL,2020,Q3,District 4,Lique Street,500722,Residential,"Lique St, Dist. 4",1527.0,1550.0,1527.0,1550.0,23,Corrected,Active
JUL,2020,Q3,District 3,Lique Street,500688,Residential,"Lique St, Dist. 3",3556.0,3556.0,3556.0,3556.0,0,Corrected,Active
JUL,2020,Q3,District 3,Lique Street,500728,Residential,"Lique St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 1,Lique Street,500163,Residential,"Lique St, Dist. 1",2331.0,2357.0,2331.0,2357.0,26,Corrected,Active
JUL,2020,Q3,District 1,Lique Street,500856,Residential,"Lique St, Dist. 1",2155.0,2173.0,2155.0,2173.0,18,Corrected,Active
JUL,2020,Q3,District 3,Lique Street,500221,Residential,"Lique St, Dist. 3",2545.0,2557.0,2545.0,2557.0,12,Corrected,Active
JUL,2020,Q3,District 3,Lique Street,501333,Residential,"Lique St, Dist. 3",,,,,0,Corrected,Unknown
JUL,2020,Q3,District 4,Lique Street,500621,Residential,"Lique St, Dist. 4",1624.0,1644.0,1624.0,1644.0,20,Corrected,Active
JUL,2020,Q3,District 3,Lique Street,500167,Residential,"Lique St, Dist. 3",3186.0,3207.0,3186.0,3207.0,21,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,500870,Commercial,"Lique St, Dist. 4",9464.0,9512.0,9464.0,9512.0,48,Corrected,Active
JUL,2020,Q3,District 4,Lique Street,500834,Residential,"Lique St, Dist. 4",120.0,122.0,120.0,122.0,2,Corrected,Active
